,name,link,orgnr,info1,info2,info3
5347,janakas AB,https://kreditrapporten.se/kreditupplysning/5590527478/janakas-ab,5590527478,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-10-22 - <span title=""Företaget har postadress i Lycksele"">Lycksele</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lycksele Kommun"">Lycksele Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
5348,Vildmarkens HVB Holding AB,https://kreditrapporten.se/kreditupplysning/5591232920/vildmarkens-hvb-holding-ab,5591232920,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-10-01 - <span title=""Företaget har postadress i Skellefteå"">Skellefteå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Åsele Kommun"">Åsele Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
5349,Ola H Förvaltning AB,https://kreditrapporten.se/kreditupplysning/5568763766/ola-h-forvaltning-ab,5568763766,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-10-23 - <span title=""Företaget har postadress i Boden"">Boden</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Gällivare Kommun"">Gällivare Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
5350,Vape Holding Sverige AB,https://kreditrapporten.se/kreditupplysning/5567096390/vape-holding-sverige-ab,5567096390,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-10-26 - <span title=""Företaget har postadress i Kalix"">Kalix</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Haparanda Kommun"">Haparanda Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
5351,Handlarn i Kåbdalis AB,https://kreditrapporten.se/kreditupplysning/5592072234/handlarn-i-kabdalis-ab,5592072234,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-10-08 - <span title=""Företaget har postadress i Kåbdalis"">Kåbdalis</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Jokkmokks Kommun"">Jokkmokks Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
5352,Arctic Alltjänst AB,https://kreditrapporten.se/kreditupplysning/5568120801/arctic-alltjanst-ab,5568120801,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-10-15 - <span title=""Företaget har postadress i Luleå"">Luleå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Luleå Kommun"">Luleå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning   0 kr - 0 anställda</div>"
5353,ISKANA INVESTMENTS AB,https://kreditrapporten.se/kreditupplysning/5590759071/iskana-investments-ab,5590759071,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-09 - <span title=""Företaget har postadress i Västerås"">Västerås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Västerås Kommun"">Västerås Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning 2 305 119 tkr - 0 anställda</div>"
5354,Tysta Trade AB,https://kreditrapporten.se/kreditupplysning/5568452717/tysta-trade-ab,5568452717,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-26 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  927 699 tkr - 0 anställda</div>"
5355,VBE Byggproduktion AB,https://kreditrapporten.se/kreditupplysning/5567920516/vbe-byggproduktion-ab,5567920516,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-26 - <span title=""Företaget har postadress i Uppsala"">Uppsala</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Uppsala Kommun"">Uppsala Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  288 912 tkr - 91 anställda</div>"
5356,KPS Entreprenad AB,https://kreditrapporten.se/kreditupplysning/5591649107/kps-entreprenad-ab,5591649107,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-12 - <span title=""Företaget har postadress i Oskarshamn"">Oskarshamn</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Oskarshamns Kommun"">Oskarshamns Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  165 017 tkr - 6 anställda</div>"
5357,Freezing Fiber AB,https://kreditrapporten.se/kreditupplysning/5565960738/freezing-fiber-ab,5565960738,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-04 - <span title=""Företaget har postadress i Kungsbacka"">Kungsbacka</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Kungsbacka Kommun"">Kungsbacka Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  151 533 tkr - 105 anställda</div>"
5358,Luftbehandlingskonstruktioner A&A AB,https://kreditrapporten.se/kreditupplysning/5564125358/luftbehandlingskonstruktioner-aocha-ab,5564125358,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-16 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  94 278 tkr - 25 anställda</div>"
5359,Primera Travel Sweden AB,https://kreditrapporten.se/kreditupplysning/5561041137/primera-travel-sweden-ab,5561041137,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-16 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  57 537 tkr - 0 anställda</div>"
5360,Swing Inn Aktiebolag,https://kreditrapporten.se/kreditupplysning/5561908541/swing-inn-aktiebolag,5561908541,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-23 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  54 923 tkr - 60 anställda</div>"
5361,Skyoffice Travel AB,https://kreditrapporten.se/kreditupplysning/5568980725/skyoffice-travel-ab,5568980725,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-03 - <span title=""Företaget har postadress i Spånga"">Spånga</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  42 452 tkr - 10 anställda</div>"
5362,MURETTAN AB,https://kreditrapporten.se/kreditupplysning/5567288112/murettan-ab,5567288112,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-03 - <span title=""Företaget har postadress i Järfälla"">Järfälla</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Täby Kommun"">Täby Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  36 801 tkr - 18 anställda</div>"
5363,XL-Bygg Tibro AB,https://kreditrapporten.se/kreditupplysning/5569357766/xl-bygg-tibro-ab,5569357766,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-06 - <span title=""Företaget har postadress i Tibro"">Tibro</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Tibro Kommun"">Tibro Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  32 258 tkr - 11 anställda</div>"
5364,Volontaire AB,https://kreditrapporten.se/kreditupplysning/5567671911/volontaire-ab,5567671911,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-02 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  32 021 tkr - 4 anställda</div>"
5365,Häggholmen Entreprenad Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565667234/haggholmen-entreprenad-aktiebolag,5565667234,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-04 - <span title=""Företaget har postadress i Västerås"">Västerås</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  30 593 tkr - 8 anställda</div>"
5366,Alexander Byggare Stockholm AB,https://kreditrapporten.se/kreditupplysning/5590445341/alexander-byggare-stockholm-ab,5590445341,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-23 - <span title=""Företaget har postadress i Sollentuna"">Sollentuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Upplands Väsby Kommun"">Upplands Väsby Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  28 639 tkr - 19 anställda</div>"
5367,Livia Golventreprenad AB,https://kreditrapporten.se/kreditupplysning/5566308044/livia-golventreprenad-ab,5566308044,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-10 - <span title=""Företaget har postadress i Hisings Kärra"">Hisings Kärra</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  27 258 tkr - 29 anställda</div>"
5368,Tälja Skog AB,https://kreditrapporten.se/kreditupplysning/5590987904/talja-skog-ab,5590987904,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-13 - <span title=""Företaget har postadress i Ljungaverk"">Ljungaverk</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Östersunds Kommun"">Östersunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  25 467 tkr - 40 anställda</div>"
5369,Bra Mässor Sverige AB,https://kreditrapporten.se/kreditupplysning/5569477770/bra-massor-sverige-ab,5569477770,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-13 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  25 375 tkr - 2 anställda</div>"
5370,PT Group Scandinavia AB,https://kreditrapporten.se/kreditupplysning/5566828306/pt-group-scandinavia-ab,5566828306,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-17 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  25 313 tkr - 0 anställda</div>"
5371,Ambitiös Logistik AB,https://kreditrapporten.se/kreditupplysning/5569885626/ambitios-logistik-ab,5569885626,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-25 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  24 510 tkr - 0 anställda</div>"
5372,Mellansvenska Byggentreprenader Nord AB,https://kreditrapporten.se/kreditupplysning/5569571366/mellansvenska-byggentreprenader-nord-ab,5569571366,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-25 - <span title=""Företaget har postadress i Sollentuna"">Sollentuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Håbo Kommun"">Håbo Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  21 715 tkr - 18 anställda</div>"
5373,AK Nord AB,https://kreditrapporten.se/kreditupplysning/5591207104/ak-nord-ab,5591207104,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-13 - <span title=""Företaget har postadress i Luleå"">Luleå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Luleå Kommun"">Luleå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  20 829 tkr - 19 anställda</div>"
5374,Jim Rickey Stockholm AB,https://kreditrapporten.se/kreditupplysning/5566754973/jim-rickey-stockholm-ab,5566754973,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-16 - <span title=""Företaget har postadress i Strängnäs"">Strängnäs</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lerums Kommun"">Lerums Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  20 656 tkr - 3 anställda</div>"
5375,JB Järfälla AB,https://kreditrapporten.se/kreditupplysning/5569636516/jb-jarfalla-ab,5569636516,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-25 - <span title=""Företaget har postadress i Järfälla"">Järfälla</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Järfälla Kommun"">Järfälla Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  18 327 tkr - 5 anställda</div>"
5376,När & Fjärr Transporter i Norrbotten AB,https://kreditrapporten.se/kreditupplysning/5566282397/nar-och-fjarr-transporter-i-norrbotten-ab,5566282397,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-27 - <span title=""Företaget har postadress i Öjebyn"">Öjebyn</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Jokkmokks Kommun"">Jokkmokks Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  18 245 tkr - 14 anställda</div>"
5377,Black Lizzy AB,https://kreditrapporten.se/kreditupplysning/5569884926/black-lizzy-ab,5569884926,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-12 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  17 948 tkr - 25 anställda</div>"
5378,Sota Byggtjänster AB,https://kreditrapporten.se/kreditupplysning/5590698303/sota-byggtjanster-ab,5590698303,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-25 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  17 485 tkr - 14 anställda</div>"
5379,Skånska Glasbyggarna AB,https://kreditrapporten.se/kreditupplysning/5566995006/skanska-glasbyggarna-ab,5566995006,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-12 - <span title=""Företaget har postadress i Arlöv"">Arlöv</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  17 391 tkr - 10 anställda</div>"
5380,Blomsterstadion i Råsunda AB,https://kreditrapporten.se/kreditupplysning/5569969552/blomsterstadion-i-rasunda-ab,5569969552,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-26 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  16 145 tkr - 13 anställda</div>"
5381,Vflight AB,https://kreditrapporten.se/kreditupplysning/5562707322/vflight-ab,5562707322,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-17 - <span title=""Företaget har postadress i Jönköping"">Jönköping</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Jönköpings Kommun"">Jönköpings Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  14 898 tkr - 8 anställda</div>"
5382,Glasskompaniet Väst Aktiebolag,https://kreditrapporten.se/kreditupplysning/5564834165/glasskompaniet-vast-aktiebolag,5564834165,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-10 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  14 875 tkr - 15 anställda</div>"
5383,Umeå Platinum Data Center AB,https://kreditrapporten.se/kreditupplysning/5591442925/umea-platinum-data-center-ab,5591442925,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-06 - <span title=""Företaget har postadress i Umeå"">Umeå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Umeå Kommun"">Umeå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  14 703 tkr - 1 anställda</div>"
5384,SERVENTA I SUNDBYBERG AB,https://kreditrapporten.se/kreditupplysning/5567225544/serventa-i-sundbyberg-ab,5567225544,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-09 - <span title=""Företaget har postadress i Spånga"">Spånga</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  14 560 tkr - 8 anställda</div>"
5385,Nordic BioCosmetic Production AB,https://kreditrapporten.se/kreditupplysning/5562726058/nordic-biocosmetic-production-ab,5562726058,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-13 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 753 tkr - 9 anställda</div>"
5386,Riktit Bygg AB,https://kreditrapporten.se/kreditupplysning/5567981658/riktit-bygg-ab,5567981658,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-20 - <span title=""Företaget har postadress i Umeå"">Umeå</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Umeå Kommun"">Umeå Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 663 tkr - 7 anställda</div>"
5387,80 Gruppen AB,https://kreditrapporten.se/kreditupplysning/5569670093/80-gruppen-ab,5569670093,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-05 - <span title=""Företaget har postadress i Sollentuna"">Sollentuna</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 640 tkr - 28 anställda</div>"
5388,SEQ Förvaltning AB,https://kreditrapporten.se/kreditupplysning/5566465166/seq-forvaltning-ab,5566465166,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-27 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Trelleborgs Kommun"">Trelleborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 594 tkr - 13 anställda</div>"
5389,AvAnna Assistans i Lund AB,https://kreditrapporten.se/kreditupplysning/5590230206/avanna-assistans-i-lund-ab,5590230206,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-26 - <span title=""Företaget har postadress i Lund"">Lund</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Lunds Kommun"">Lunds Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 403 tkr - 25 anställda</div>"
5390,Söderfeldt Burnert Bygg AB,https://kreditrapporten.se/kreditupplysning/5566319439/soderfeldt-burnert-bygg-ab,5566319439,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-26 - <span title=""Företaget har postadress i Göteborg"">Göteborg</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  13 031 tkr - 8 anställda</div>"
5391,Bygg Klokt Stockholm AB,https://kreditrapporten.se/kreditupplysning/5569318628/bygg-klokt-stockholm-ab,5569318628,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-25 - <span title=""Företaget har postadress i Sköndal"">Sköndal</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  12 969 tkr - 12 anställda</div>"
5392,Costilla Aktiebolag,https://kreditrapporten.se/kreditupplysning/5565665550/costilla-aktiebolag,5565665550,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-25 - <span title=""Företaget har postadress i Tungelsta"">Tungelsta</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Haninge Kommun"">Haninge Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  12 241 tkr - 9 anställda</div>"
5393,Bpai Import AB,https://kreditrapporten.se/kreditupplysning/5590738125/bpai-import-ab,5590738125,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-02 - <span title=""Företaget har postadress i Stockholm"">Stockholm</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  12 156 tkr - 0 anställda</div>"
5394,Ventidea AB,https://kreditrapporten.se/kreditupplysning/5590338041/ventidea-ab,5590338041,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-11 - <span title=""Företaget har postadress i Malmö"">Malmö</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Malmö Kommun"">Malmö Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  12 053 tkr - 9 anställda</div>"
5395,Kakelexperten AM AB,https://kreditrapporten.se/kreditupplysning/5569899890/kakelexperten-am-ab,5569899890,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-23 - <span title=""Företaget har postadress i Bandhagen"">Bandhagen</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  11 903 tkr - 3 anställda</div>"
5396,HRB Sweden AB,https://kreditrapporten.se/kreditupplysning/5567347553/hrb-sweden-ab,5567347553,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-11 - <span title=""Företaget har postadress i Karlskrona"">Karlskrona</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Karlskrona Kommun"">Karlskrona Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  11 005 tkr - 18 anställda</div>"
5397,FK10 Bygg AB,https://kreditrapporten.se/kreditupplysning/5590567490/fk10-bygg-ab,5590567490,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-03 - <span title=""Företaget har postadress i Farsta"">Farsta</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 761 tkr - 1 anställda</div>"
5398,Licenssvets & Isolering i Bromölla AB,https://kreditrapporten.se/kreditupplysning/5567374342/licenssvets-och-isolering-i-bromolla-ab,5567374342,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-05 - <span title=""Företaget har postadress i Näsum"">Näsum</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Bromölla Kommun"">Bromölla Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 750 tkr - 10 anställda</div>"
5399,Lingårdssons Åkeri AB,https://kreditrapporten.se/kreditupplysning/5568306186/lingardssons-akeri-ab,5568306186,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-10 - <span title=""Företaget har postadress i Torslanda"">Torslanda</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Göteborgs Kommun"">Göteborgs Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 744 tkr - 9 anställda</div>"
5400,Värmepatrullen AB,https://kreditrapporten.se/kreditupplysning/5591671044/varmepatrullen-ab,5591671044,"<div style=""font-weight: bold; font-size: 13px; padding-top: 5px;"">I konkurs 2020-11-11 - <span title=""Företaget har postadress i Täby"">Täby</span></div>","<div style=""font-weight: 600; font-size: 13px; "">Säte: <span title=""Företaget har sitt säte i Stockholms Kommun"">Stockholms Kommun</span></div>","<div style=""font-weight: 600; font-size: 13px"">Omsättning  10 687 tkr - 6 anställda</div>"
